2.0	120.401354214
3.0	120.372098026
5.0	121.932057193
6.0	121.1370601
8.0	116.337184615
11.0	113.778592905
12.0	118.268613301
13.0	117.937885413
14.0	121.243847594
15.0	110.676806269
16.0	118.3422772
17.0	119.809753415
18.0	109.171253346
19.0	117.347902866
20.0	120.51630998
21.0	121.465492259
22.0	111.181868257
24.0	111.610033963
25.0	119.364152156
26.0	122.008015867
27.0	121.830841282
28.0	113.579366935
30.0	119.919506864
31.0	118.04960651
32.0	121.389938904
33.0	116.684019099
35.0	117.430962475
38.0	120.003140428
55.0	120.528719241
58.0	116.525260851
59.0	121.407972135
62.0	112.319061792
63.0	119.023886631
64.0	116.604028169
65.0	121.607171704
66.0	121.851753243
67.0	120.427384525
68.0	119.147212807
69.0	121.697862711
70.0	122.069971979
71.0	120.393071543
73.0	122.124735423
74.0	117.710044219
75.0	116.077361117
76.0	113.504650827
77.0	111.235110192
78.0	109.526591494
79.0	117.805887925
80.0	120.196774561
81.0	117.30614024
82.0	115.303160174
83.0	122.393080444
85.0	110.614522763
86.0	121.550637445
87.0	112.035395069
88.0	117.283001465
89.0	110.549449325
90.0	122.146147174
91.0	122.790627418
92.0	124.980918968
93.0	118.808788853
94.0	119.288200027
95.0	117.888081101
96.0	121.099764464
97.0	118.686728083
98.0	108.494495936
99.0	114.478926863
100.0	115.487504067
101.0	121.023740745
102.0	122.343696069
103.0	118.783195688
104.0	122.602037243
105.0	113.119835646
106.0	116.902243852
107.0	113.786117498
108.0	120.620370138
109.0	122.565595889
110.0	121.541023008
111.0	122.303596993
112.0	120.64619362
113.0	119.107106088
114.0	122.545079428
115.0	120.164588815
116.0	120.831098966
117.0	120.61445913
118.0	116.229836917
120.0	110.091455386
121.0	111.179687902
122.0	111.919774587
123.0	116.286299301
124.0	120.262505352
125.0	122.920302221
126.0	123.267167541
127.0	122.786861908
128.0	115.67162517
129.0	116.859688765
132.0	124.440742599
133.0	120.547677222
134.0	119.757498126
135.0	121.228617473
136.0	111.955055972
137.0	114.451401133
138.0	114.757424301
139.0	120.679104581
140.0	119.047657637
141.0	117.782948359
142.0	120.572778717
143.0	119.002882675
144.0	116.331389516
145.0	122.978282348
146.0	117.237916185
147.0	120.515859957
148.0	120.892340919
149.0	120.458013086
150.0	120.692767499
152.0	118.529891572
153.0	115.349531762
154.0	116.590711439
155.0	114.788508219
156.0	120.566350577
157.0	113.990705226
158.0	122.020627059
159.0	120.195411693
160.0	121.835305618
161.0	114.332945853
162.0	114.172583754
163.0	116.276947126
164.0	122.368138463
165.0	116.889627007
166.0	119.771915726
167.0	120.313116502
168.0	118.250070571
169.0	113.782465245
170.0	117.610034123
171.0	119.483409058
172.0	114.090640761
173.0	117.640770345
174.0	117.107920677
175.0	116.330441754
176.0	113.818929947
177.0	120.285442449
178.0	120.577547601
179.0	122.749355465
180.0	112.825730804
182.0	119.600698365
183.0	119.916355564
184.0	113.783508541
185.0	113.9572023
186.0	119.447950039
187.0	118.053721038
189.0	122.578608509
190.0	123.132612943
191.0	118.236312653
192.0	121.095057531
193.0	116.729331371
194.0	120.257317125
195.0	120.927768285
196.0	116.409914762
197.0	114.904308897
198.0	122.934325864
199.0	116.538284815
200.0	118.503799523
201.0	119.006273262
203.0	119.875301909
204.0	119.933827571
205.0	119.649921575
206.0	120.563707958
207.0	120.965014614
211.0	122.252140319
212.0	121.067033416
213.0	116.290137416
214.0	120.724342868
215.0	119.70038631
216.0	118.293604036
217.0	109.981190331
218.0	110.890442206
219.0	120.317821692
220.0	119.711432123
221.0	121.37333796
222.0	120.973435942
223.0	114.83760824
224.0	116.659696216
225.0	121.491792683
226.0	115.786571986
227.0	122.728649267
228.0	121.544643565
229.0	117.482185134
231.0	120.63458553
232.0	121.211760194
233.0	118.446674065
234.0	118.657959482
235.0	119.513937361
236.0	119.915405459
237.0	120.93673219
238.0	111.790327864
239.0	120.852585368
240.0	117.84149277
241.0	122.599201751
242.0	121.842421912
243.0	117.264476562
244.0	114.158729814
245.0	120.703529997
246.0	118.08991352
247.0	116.87385584
248.0	120.363105243
249.0	119.694455277
250.0	118.56661372
251.0	118.354855267
252.0	117.639679386
253.0	118.802146977
254.0	115.256148965
255.0	117.167638506
256.0	121.269978805
257.0	121.492290945
258.0	121.493529559
259.0	118.400093185
260.0	121.175907656
261.0	122.386571692
262.0	119.557343918
265.0	119.336846006
266.0	120.525851868
267.0	122.374960638
268.0	110.267200457
269.0	121.961008885
270.0	115.507346519
271.0	116.235414834
272.0	113.061742545
273.0	120.859013474
274.0	113.999655431
275.0	119.721853705
276.0	121.137878097
277.0	118.562290085
278.0	112.579971107
279.0	122.170725603
280.0	110.279664012
281.0	118.229884242
284.0	119.666043382
285.0	114.670310015
286.0	123.533912216
287.0	122.521906032
288.0	111.858646636
289.0	123.046657518
290.0	121.765108271
291.0	114.345244049
292.0	121.278977404
293.0	120.50025016
294.0	118.42931462
296.0	112.382105116
297.0	119.039275555
298.0	122.611508822
299.0	117.410189239
300.0	116.444774358
301.0	119.45762644
302.0	121.141573723
303.0	120.58780556
306.0	122.559282561
307.0	117.771473645
308.0	121.840065553
309.0	121.886152538
310.0	117.075247184
311.0	117.816211742
312.0	119.420651707
313.0	122.276072782
314.0	120.438609545
315.0	119.473711867
316.0	119.890517663
317.0	120.623649029
318.0	121.203315243
319.0	113.333256211
320.0	117.111454699
321.0	114.436735507
322.0	120.545041216
326.0	114.952245004
327.0	120.918351636
329.0	116.018387369
330.0	115.346716798
331.0	117.612410378
332.0	117.914583241
333.0	119.987520369
334.0	122.343222911
335.0	120.493395896
336.0	122.635813776
337.0	118.183011925
338.0	121.541140696
339.0	122.175990212
340.0	118.651027381
341.0	120.021957469
342.0	121.426492022
